,author,statement,source,date,target
56,Laura Schulte,"“The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.”",Mark Pocan,"October 14, 2021",true
57,Emma Copley,"“If you look at the hospitalizations at Ruby Memorial in West Virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated.”",Kathryn Moffett Bradford,"October 5, 2021",true
58,John Brumley,“Overdose deaths in WV are up 45% from the prior year.”,David McKinley,"October 5, 2021",true
59,D.L. Davis,"The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Chris Larson,"September 24, 2021",true
60,D.L. Davis,End of eviction moratorium means “millions of Americans” could lose their housing in the middle of a pandemic.,Mark Pocan,"September 3, 2021",true
61,Miriam Valverde,"The Trump administration worked to free 5,000 Taliban prisoners.",Mitt Romney,"August 31, 2021",true
62,D.L. Davis,"In Afghanistan, “over 100 billion dollars spent on military contracts.”",Mandela Barnes,"August 31, 2021",true
63,Amy Sherman,A photo shows two COVID-19 patients lying on the floor awaiting treatment in Florida.,Viral image,"August 20, 2021",true
64,D.L. Davis,"""We’ve got 115,000 miles of roads in this state and 90% is owned by the locals.”",Craig Thompson,"August 20, 2021",true
65,Madeline Heim,"“324,000 pregnant people experience domestic violence during their pregnancy.”",Gwen Moore,"August 13, 2021",true
66,Brandon Mulder,A quorum-breaking Texas Democrat said in 2007 that mail-in ballot fraud “is the greatest source of voter fraud in this state.”,Chip Roy,"August 6, 2021",true
67,Madeline Heim,"“It’s been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.”",Mandela Barnes,"June 19, 2021",true
68,Laura Schulte,“We have a record 9.3 million job openings in the U.S.”,Glenn Grothman,"June 18, 2021",true
69,D.L. Davis,"“Before the pandemic, just over 40,000 were on continuing UI claims. Now, there are well over 100,000 on state or federal UI benefits.”",Mark Born,"June 18, 2021",true
70,John Pullano,It’s not currently “legal for a New York state student to have a glass of fresh whole milk.”,Lorraine Lewandrowski,"June 7, 2021",true
71,Madeline Heim,"“Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.”",Mandela Barnes,"June 2, 2021",true
72,Jon Greenberg,"“New Haven, Conn., had to issue bonds for a bridge after using funds for that bridge to pay for a police misconduct settlement.""",Tim Kaine,"May 27, 2021",true
73,Madeline Heim,"Wisconsin’s 2019-21 budget produced the first positive general fund balance since 2000, and the governor’s proposed 2021-23 budget would return it to a deficit.",Wisconsin Republican Legislative leaders,"May 25, 2021",true
74,Kiannah Sepeda-Miller,Opposition to having a fully elected Chicago Board of Education is in the “super minority.”,Robert Martwick,"May 23, 2021",true
75,Brandon Mulder,“We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.”,Greg Abbott,"May 21, 2021",true
76,Lyle Muller,"“There are more job openings than there are people on unemployment"" in Iowa.",Lindsay James,"May 12, 2021",true
77,Paul Specht,Says he was “one of the 2 (state Senators) who voted against” North Carolina’s body camera law.,Jeff Jackson,"May 7, 2021",true
78,Chris Nichols,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”,Kevin Kiley,"April 29, 2021",true
79,Warren Fiske,On Virginia’s new marijuana law: “You can have up to one pound with only a $25 fine.”,Kirk Cox,"April 28, 2021",true
80,Haley BeMiller,Foxconn “is the largest taxpayer in Racine County.”,Van Wanggaard,"April 27, 2021",true
81,Brian Grace,"“The federal American Rescue Plan will purchase more food from farmers for distribution.""",Zach Wahls,"April 22, 2021",true
82,Louis Jacobson,“There is racism physically built into some of our highways.”,Pete Buttigieg,"April 15, 2021",true
83,Brandon Mulder,“Twice as many children are in Border Patrol custody under Biden than Trump peak in 2019.”,Greg Abbott,"April 6, 2021",true
84,Amy Sherman,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,Facebook posts,"March 31, 2021",true
85,Madeline Heim,"“There’s still (only) a handful of school districts"" doing no in-person instruction.",Tony Evers,"March 29, 2021",true
86,Duncan Slade,West Virginia “is the only state to decline in population over the last 70 years”,Jim Justice,"March 25, 2021",true
87,Warren Fiske,"“If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.”",Terry McAuliffe,"March 22, 2021",true
88,Haley BeMiller,"""Pot today is not the weed baby boomers were smoking.""",Barbara Dittrich,"March 19, 2021",true
89,Mary Hartel,"""86% of Americans and 82% of gun owners support requiring all gun buyers to pass a background check.""",Beth Wessel-Kroeschell,"March 12, 2021",true
90,Amy Sherman,The Georgia House passed a bill that “makes it a misdemeanor to give food or water to voters waiting in line.”,Facebook posts,"March 9, 2021",true
91,Louis Jacobson,“The filibuster was never an idea of the founding fathers.”,Chuck Todd,"March 8, 2021",true
92,Brandon Mulder,“Pipelines do not freeze. They are naturally insulated. They’re buried beneath the ground.”,Energy Transfer,"March 5, 2021",true
93,Haley BeMiller,"“The National Academy of Medicine points to a significant correlation between marijuana and psychosis, schizophrenia, and other psychotic disorders, particularly in teenagers where the risk of developing schizophrenia increases three fold.”",Chris Kapenga,"March 5, 2021",true
94,Victoria Knight,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",Tom Cotton,"March 1, 2021",true
95,Jessica Calefati,“We’re the only major gas-producing state in the US that doesn’t have a severance tax.”,Tom Wolf,"February 25, 2021",true
96,Miriam Valverde,"“There is a direct connection between discriminatory policies within the USDA and the enormous land loss we have seen among Black farmers over the past century.""",Cory Booker,"February 22, 2021",true
97,Amy Sherman,"“Energy experts and State House Dems, among others, were warning of this (the Texas power blackout) for years.”",Beto O'Rourke,"February 19, 2021",true
98,Noah Y.,"""The Texas power grid is not part of the US power grid because they wanted to avoid federal regulation.”",Facebook posts,"• February 18,",true
99,Haley BeMiller,"“We know mask mandates work. There’s enough evidence out there between counties that have done it and counties that haven’t.""",Gordon Hintz,"February 12, 2021",true
100,Madison Black,"Insulin prices have ""gone THRU THE ROOF for patients/taxpayers bc of manufacturer, health plan & PBM biz practices.""",Chuck Grassley,"February 2, 2021",true
101,Paul Specht,"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",Jenna Wadsworth,"February 1, 2021",true
102,Warren Fiske,"“The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.”",Jennifer Boysko,"January 28, 2021",true
103,Miriam Valverde,"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",Marco Rubio,"January 27, 2021",true
104,Haley BeMiller,"""We put $330 million in general school aids — the largest in more than a decade.""",Tony Evers,"January 26, 2021",true
105,Jessica Calefati,“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,Pat Toomey,"January 21, 2021",true
106,Warren Fiske,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,Kirk Cox,"January 20, 2021",true
107,Eric Litke,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee.""",Devin LeMahieu,"January 15, 2021",true
108,Nusaiba Mizan,"“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",Sarah Godlewski,"January 15, 2021",true
109,Louis Jacobson,The second presidential impeachment of Donald Trump was “the most bipartisan impeachment in American history.”,Jake Tapper,"January 13, 2021",true
110,Jon Greenberg,"Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",Sherrod Brown,"January 11, 2021",true
111,Sarah Watson,"Before COVID-19, “more Iowans (were) working than at any other time in our state history.""",Kim Reynolds,"January 11, 2021",true
112,Louis Jacobson,"""This election actually was not unusually close.""",Mitch McConnell,"January 8, 2021",true
113,Amy Sherman,"In more than 60 cases, judges “looked at the allegations that Trump was making and determined they were without any merit.”",Joe Biden,"January 8, 2021",true
114,Eric Litke,“Congress has one job here: to count electoral votes that have in fact been cast by any state.”,Mike Gallagher,"January 4, 2021",true
115,Jessica Calefati,"“In my state, as in many other states, we have governors who are closing down businesses again.”",Pat Toomey,"December 30, 2020",true
116,Laura Schulte,“Jurisdictions representing about 80% of WI residents have passed referendums or resolutions in favor of fair maps.”,Chris Larson,"December 21, 2020",true
117,Eric Litke,"""New data shows in-person learning isn't driving spikes in cases.""",Mike Gallagher,"December 18, 2020",true
118,Eric Litke,“Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.”,Tim Carpenter,"December 15, 2020",true
119,Kiannah Sepeda-Miller,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",JB Pritzker,"December 6, 2020",true
120,Paul Specht,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,Mandy Cohen,"December 3, 2020",true
121,Warren Fiske,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",Ralph Northam,"December 3, 2020",true
122,Eleanor Hildebrandt,"When Donald Trump lost the Iowa caucus to Ted Cruz in 2016, ""he immediately cried that Cruz cheated.”",Tweets,"November 20, 2020",true
123,Madeline Heim,"""We heard from the Department of Homeland Security ... that this was probably the most secure election that’s ever been run in the United States.”",Tammy Baldwin,"November 17, 2020",true
124,Bill McCarthy,"""I’ve released 22 years of my tax returns. You can go online and look. (Donald Trump) hasn’t released one.”",Joe Biden,"October 31, 2020",true
125,Lyle Muller,"Farm bankruptcies are ""at an eight-year high.""",Theresa Greenfield,"October 31, 2020",true
126,Paul Specht,"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",Roy Cooper,"October 30, 2020",true
127,Eric Litke,My 2018 election was the first time Speaker Robin Vos has lost a Republican-held seat,Robyn Vining,"October 29, 2020",true
128,Monique Curet,Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.,Facebook posts,"October 29, 2020",true
129,Jill Terreri,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",Chris Jacobs,"• October 27,",true
130,Paul Specht,"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",Roy Cooper,"October 15, 2020",true
131,Melissa Stone,“West Virginia has one of the greatest percentages of veterans in any state.”,Jim Justice,"October 15, 2020",true
132,Eric Litke,“Wisconsin Republicans have not passed a single bill in 6 months.”,Facebook posts,"October 7, 2020",true
133,Amy Sherman,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,Joe Biden,"October 6, 2020",true
134,Kit Norton,"“That 5% (wealth tax) starts at $159,000 per family.”",Phil Scott,"October 4, 2020",true
135,Madlin Mekelburg,“In the last 10 years less than half of adults in the U.S. received a flu shot.”,Michael Burgess,"September 25, 2020",true
136,Eric Litke,“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,Chris Larson,"September 25, 2020",true
137,Paul Schloesser,"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",Caleb Rowden,"September 18, 2020",true
138,Jon Greenberg,“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,Joe Biden,"September 17, 2020",true
139,Warren Fiske,Abigail Spanberger “has voted with Nancy Pelosi over 90% of the time…”,Nick Freitas,"September 9, 2020",true
140,Warren Fiske,Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,Democratic Congressional Campaign Committee,"September 3, 2020",true
141,Eric Litke,“Video showed police thank (Kyle Rittenhouse) & give him water prior to the killings”,Facebook posts,"August 28, 2020",true
142,Madeline Heim,"Police are ""20.8 times more likely to kill than be killed by a criminal.""",Chris Larson,"August 27, 2020",true
143,Louis Jacobson,"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",Michelle Obama,"August 18, 2020",true
144,Paul Specht,"Cal Cunningham ""voted for over $1 billion in new taxes.”",National Republican Senatorial Committee,"August 13, 2020",true
145,Jessica Calefati,Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,Cory Booker,"August 13, 2020",true
146,Haley BeMiller,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",Instagram posts,"August 6, 2020",true
147,Madlin Mekelburg,"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",M.J. Hegar,"July 30, 2020",true
148,Stephanie Stapleton,"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",Joe Biden,"July 28, 2020",true
149,Jessica Calefati,“Murders this year have spiked 27% in Philadelphia.”,Donald Trump,"July 24, 2020",true
150,Madeline Heim,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",Public Citizen,"July 23, 2020",true
151,Madeline Heim,"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",Mike Gallagher,"July 22, 2020",true
152,Bill McCarthy,"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”",Sunny Hostin,"July 17, 2020",true
153,Bill McCarthy,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",Chris Hayes,"July 10, 2020",true
154,Lyle Muller,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,Ron McMullen,"July 8, 2020",true
155,Taylor Goldenstein,The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,John Cornyn,"July 2, 2020",true
156,Paul Specht,"""North Carolina is one of four states"" that hasn't opened gyms.",Dan Forest,"June 25, 2020",true
157,Eric Litke,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",Priorities USA Action,"June 24, 2020",true
158,Eric Litke,"Says a 1942 Milwaukee YMCA brochure shows children playing a violent, racist carnival game",Facebook posts,"June 22, 2020",true
159,Lawrence Andrea,"""Our health department, our city and our county declared racism as a public health crisis last year.”",Jeanette Kowalik,"June 18, 2020",true
160,John Pullano,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,Monica Wallace,"June 18, 2020",true
161,Jon Greenberg,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",Desiree Rogers,"June 16, 2020",true
162,Michael Hogan,"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",George Borrello,"June 12, 2020",true
163,D.L. Davis,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",Sara Meaney,"June 12, 2020",true
164,Madeline Heim,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",Planned Parenthood,"June 11, 2020",true
165,Miriam Valverde,"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",Joe Biden,"June 11, 2020",true
166,Haley BeMiller,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,Glenn Grothman,"June 8, 2020",true
167,Paul Specht,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,Darren Jackson,"June 1, 2020",true
168,Eric Litke,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,Facebook posts,"May 13, 2020",true
169,Michael Hogan,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,American Automobile Association,"May 8, 2020",true
170,Haley BeMiller,Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,Chris Kapenga,"May 8, 2020",true
171,Jaren Holmes,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,Jamie Nadler,"April 29, 2020",true
172,Madlin Mekelburg,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,Veronica Escobar,"April 24, 2020",true
173,Paul Specht,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",Jay Chaudhuri,"April 23, 2020",true
174,Warren Fiske,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,Levar Stoney,"April 22, 2020",true
175,Victoria Knight,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",Joe Biden,"April 22, 2020",true
176,Jessica Calefati,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",Facebook posts,"April 21, 2020",true
177,Jill Terreri,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",Andrew Cuomo,"• April 20,",true
178,Tom Kertscher,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,Facebook posts,"April 16, 2020",true
179,Shefali Luthra,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",Barack Obama,"April 16, 2020",true
180,Caleb McCullough,"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",Jack Whitver,"April 14, 2020",true
181,Miriam Valverde,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",John Bel Edwards,"April 8, 2020",true
182,Samantha Putterman,Photo shows a crowded New York City subway train during stay-at-home order.,Viral image,"April 7, 2020",true
183,Bill McCarthy,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",Facebook posts,"April 2, 2020",true
184,Jessica Calefati,“My mask will keep someone else safe and their mask will keep me safe.”,Pat Toomey,"April 1, 2020",true
185,Madlin Mekelburg,Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,Dan Crenshaw,"March 23, 2020",true
186,Jill Terreri,“No city in the state can quarantine itself without state approval.”,Andrew Cuomo,"• March 20,",true
187,Paul Specht,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",Kelly Alexander,"March 18, 2020",true
188,Ciara O'Rourke,Says Spectrum will provide free internet to students during coronavirus school closures.,Viral image,"March 17, 2020",true
189,Bill McCarthy,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",Michael Dougherty,"March 13, 2020",true
190,Ciara O'Rourke,“Whole of Italy goes into quarantine.”,Bloggers,"March 11, 2020",true
191,Nusaiba Mizan,“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,Roger Roth,"March 11, 2020",true
192,Louis Jacobson,"“You’ve raised a lot more money than I have, Bernie.”",Joe Biden,"March 5, 2020",true
193,Jill Terreri,"During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”",Michael Bloomberg,"• March 1,",true
194,Kit Norton,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",Jane O’Meara Sanders,"February 20, 2020",true
195,Bill McCarthy,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",Amy Klobuchar,"February 20, 2020",true
196,Victoria Knight,"“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”",Joe Biden,"February 20, 2020",true
197,D.L. Davis,"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.",Tom Barrett,"February 17, 2020",true
198,Warren Fiske,“Over 50% of the people now in the House and state Senate have not been born in Virginia.”,Denver Riggleman,"February 12, 2020",true
199,Brooklyn Draisey,National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”,Cory Booker,"February 6, 2020",true
200,Louis Jacobson,"“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ """,Jake Tapper,"February 5, 2020",true
201,Madlin Mekelburg,"Says ""10% of U.S. children are Texans.""",James White,"January 31, 2020",true
202,Victoria Knight,"""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""",Elizabeth Warren,"January 29, 2020",true
203,Amy Sherman,"""More than 80% of Republicans think we ought to at least be doing universal background checks.""",Pete Buttigieg,"January 29, 2020",true
