,author,statement,source,date,target
16,Jeff Cercone,Video shows hidden theater “where elites sacrifice kids.”,Instagram posts,"January 20, 2023",pants-fire
17,Gabrielle Settles,Joan Rivers was killed for revealing that Barack Obama is gay and Michelle Obama is transgender.,Instagram posts,"January 19, 2023",pants-fire
18,Gabrielle Settles,"Magic Johnson tested positive for HIV ""because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""",Instagram posts,"January 13, 2023",pants-fire
19,Ciara O'Rourke,Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,Viral image,"January 12, 2023",pants-fire
20,Ciara O'Rourke,Video shows Hillary Clinton being arrested.,Viral image,"January 12, 2023",pants-fire
21,Gabrielle Settles,“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,Instagram posts,"January 12, 2023",pants-fire
22,Andy Nguyen,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia.",Instagram posts,"January 9, 2023",pants-fire
23,Ciara O'Rourke,“The Simpsons predicted Pizzagate.”,Viral image,"December 20, 2022",pants-fire
24,Ciara O'Rourke,A video shows lawmakers in compromising positions with children.,Viral image,"December 16, 2022",pants-fire
25,Ciara O'Rourke,A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with “‘possible’ jail time.”,Facebook posts,"December 16, 2022",pants-fire
26,Ciara O'Rourke,"Says U.S. Rep. Katie Porter, D-Calif., “says pedophilia isn’t a crime — it’s an identity.”",Viral image,"December 16, 2022",pants-fire
27,Ciara O'Rourke,"Video shows Attorney General Merrick Garland saying, “Wait for revenge.”",Facebook posts,"December 15, 2022",pants-fire
28,Ciara O'Rourke,Early vote counts after the polls closed in Georgia’s U.S. Senate runoff are evidence of election fraud.,Instagram posts,"December 13, 2022",pants-fire
29,Ciara O'Rourke,“JAG charges Nancy Pelosi with treason and seditious conspiracy.”,Viral image,"December 12, 2022",pants-fire
30,Ciara O'Rourke,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,Instagram posts,"December 9, 2022",pants-fire
31,Ciara O'Rourke,Drone footage confirms Jeffrey Epstein is alive.,Instagram posts,"December 8, 2022",pants-fire
32,Jeff Cercone,Paul Pelosi hasn’t been seen in public for months because he had mpox.,Instagram posts,"December 8, 2022",pants-fire
33,Ciara O'Rourke,News clip showing Herschel Walker with early lead in Georgia U.S. Senate runoff is evidence of fraud.,Viral image,"December 8, 2022",pants-fire
34,Ciara O'Rourke,“‘Child trafficking camp’ discovered in Arizona.”,Viral image,"December 7, 2022",pants-fire
35,Ciara O'Rourke,Kirstie Alley faked her death.,Instagram posts,"December 7, 2022",pants-fire
36,Ciara O'Rourke,"President Joe Biden’s daughter-in-law tweeted, “The press is also covering up serious health issues that my father in law is facing. The plan is for Kamala to get a one track ride to the nomination in 2024.”",Viral image,"December 6, 2022",pants-fire
37,Kristin Hugo,"""Climate activists vow to slaughter millions of dogs to ‘reduce carbon pawprint.’”",Instagram posts,"December 6, 2022",pants-fire
38,Louis Jacobson,"“The revelation of massive & widespread fraud & deception” in the 2020 election “allows for the termination of all rules, regulations, and articles, even those found in the Constitution.”",Donald Trump,"December 6, 2022",pants-fire
39,Ciara O'Rourke,Photo shows Rep. Adam Schiff and a “little boy he killed.”,Viral image,"December 6, 2022",pants-fire
40,Jeff Cercone,Henry Kissinger’s “deathbed confession” shows “Adolf Hitler was buried in Spain” and lived to age 68.,Instagram posts,"December 6, 2022",pants-fire
41,Gabrielle Settles,Hitler “didn’t kill 6 million Jews” and “the Holocaust is not what happened.”,Kanye West,"December 5, 2022",pants-fire
42,Ciara O'Rourke,Rod Rosenstein and John Podesta are the sons of Nazi leaders.,Instagram posts,"December 1, 2022",pants-fire
43,Ciara O'Rourke,Video confirms Pfizer’s CEO is “reptilian.”,Viral image,"December 1, 2022",pants-fire
44,Jill Terreri,No NASA Challenger rocket blew up with people on it.,Instagram posts,"• November 30,",pants-fire
45,Andy Nguyen,The Club Q shooting was a “false flag.”,Tweets,"November 22, 2022",pants-fire
46,Gabrielle Settles,Trump tweeted about his return to Twitter on Nov. 19.,Instagram posts,"November 21, 2022",pants-fire
47,Ciara O'Rourke,The Arizona gubernatorial race was a “fraudulent election.”,Instagram posts,"November 21, 2022",pants-fire
48,Ciara O'Rourke,“Bill Gates tells G20 world leaders that ‘death panels’ will soon be required.”,Viral image,"November 21, 2022",pants-fire
49,Ciara O'Rourke,A fake Nancy Pelosi said she won’t seek the speaker position again because the real Pelosi was arrested in 2021.,Instagram posts,"November 18, 2022",pants-fire
50,Ciara O'Rourke,The number of followers Katie Hobbs and Kari Lake have on Instagram suggests election fraud.,Viral image,"November 18, 2022",pants-fire
51,Tom Kertscher,"""They say the ocean will rise one-eighth of an inch over the next 200 to 300 years.""",Donald Trump,"November 17, 2022",pants-fire
52,Amy Sherman,Bags arriving at the Maricopa County vote counting site are evidence of “Democrats with the help of the media and GOP establishment stealing another election.”,Instagram posts,"November 17, 2022",pants-fire
53,Ciara O'Rourke,“European royals killing naked children for fun at hunting parties.”,Viral image,"November 17, 2022",pants-fire
54,Ciara O'Rourke,Photo shows Jeff Bezos’s clone.,Viral image,"November 17, 2022",pants-fire
55,Ciara O'Rourke,“Florida man arrested for using a lost U.S. nuke to power his home for more than 27 years.”,Viral image,"November 16, 2022",pants-fire
56,Gabrielle Settles,"Dr. Anthony Fauci, Ron DeSantis and others “are ALL in a diamond mining business in Oklahoma together!”",Instagram posts,"November 16, 2022",pants-fire
57,Ciara O'Rourke,Split election results show the Arizona governor’s race was rigged.,Instagram posts,"November 16, 2022",pants-fire
58,Ciara O'Rourke,Amazon’s Alexa confirms Michelle Obama “was born Michael LaVaughn Robinson.”,Viral image,"November 15, 2022",pants-fire
59,Ciara O'Rourke,"No, the Pennsylvania Senate race wasn’t ‘rigged’",Viral image,"November 15, 2022",pants-fire
60,Yacob Reyes,"In the 2018 Florida governor's race ""votes were being stolen by the corrupt election process in Broward. … I sent in the FBI and the U.S. Attorneys, and the ballot theft immediately ended. … I stopped his Election from being stolen.""",Donald Trump,"November 11, 2022",pants-fire
61,Maria Ramirez,"Election results in Clark County, Nevada, and Arizona are not yet known because those places “want more time to cheat.”",Donald Trump,"• November 11,",pants-fire
62,Ciara O'Rourke,Democrats used “47 million mail-in ballots” to steal “every election in the country.”,Instagram posts,"November 11, 2022",pants-fire
63,Ciara O'Rourke,Video shows a Philadelphia poll worker committing election fraud.,Viral image,"November 11, 2022",pants-fire
64,Ciara O'Rourke,Photos shows 2022 “midterm ballots in trash.”,Viral image,"November 11, 2022",pants-fire
65,Ciara O'Rourke,The number of followers John Fetterman and Mehmet Oz have on Instagram proves the Pennsylvania Senate race was illegitimate.,Instagram posts,"November 10, 2022",pants-fire
66,Ciara O'Rourke,Graph shows Gretchen Whitmer stole the Michigan gubernatorial election.,Instagram posts,"November 10, 2022",pants-fire
67,Ciara O'Rourke,Map proves the Pennsylvania Senate election was rigged.,Instagram posts,"November 10, 2022",pants-fire
68,Ciara O'Rourke,The Michigan attorney general’s race was “stolen in the middle of the night from Matt DePerno.”,Instagram posts,"November 9, 2022",pants-fire
69,Ciara O'Rourke,“Minnesota was stolen from Scott Jensen.”,Instagram posts,"November 9, 2022",pants-fire
70,Ciara O'Rourke,USA Today reported that “5 children have gone missing inside a Chuck E. Cheese.”,Viral image,"November 9, 2022",pants-fire
71,Maria Ramirez,“Maricopa County intentionally reduced the polling places.”,Charlie Kirk,"• November 9,",pants-fire
72,Ciara O'Rourke,“Pennsylvania judge allows ballots to count that are received up until November 14th.”,Viral image,"November 9, 2022",pants-fire
73,Andy Nguyen,A Twitter employee was laid off after receiving a meme.,Instagram posts,"November 8, 2022",pants-fire
74,Michael Majchrowicz,A German survey ranked Kyrie Irving as the “greatest threat to world peace” among world leaders.,Viral image,"November 8, 2022",pants-fire
75,Michael Majchrowicz,“DISGRUNTLED EX-EMPLOYEE? Twitter CEO Elon Musk's account is presently suspended.”,Instagram posts,"November 7, 2022",pants-fire
76,Michael Majchrowicz,"“So the Pennsylvania Supreme Court just ruled, in effect, that the 2020 presidential election was rigged.”",Donald Trump,"November 7, 2022",pants-fire
77,Ciara O'Rourke,The attack on Paul Pelosi was a “false flag.”,Instagram posts,"November 5, 2022",pants-fire
78,Michael Majchrowicz,"Speaker Nancy Pelosi held a T-shirt that reads, “I’m proud of my gay husband.”",Viral image,"November 4, 2022",pants-fire
79,Ciara O'Rourke,“Joe Biden announced to the world tonight that they are going to cheat by dumping ballots.”,Instagram posts,"November 4, 2022",pants-fire
80,Amy Sherman,“Pennsylvania is under a court order to count their ballots on election day and not after!!”,Facebook posts,"November 3, 2022",pants-fire
81,Yacob Reyes,"It's not true that ""the United States was built on stolen land.""",Ron DeSantis,"November 3, 2022",pants-fire
82,Michael Majchrowicz,Thunderous crowd at Philadelphia Phillies game “literally registering on the Penn State University Brandywine seismograph station.”,Tweets,"November 3, 2022",pants-fire
83,Ciara O'Rourke,CNN reported Donald Trump died on Nov. 1.,Viral image,"November 3, 2022",pants-fire
84,Louis Jacobson,"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",Citizens for Sanity,"November 3, 2022",pants-fire
85,Ciara O'Rourke,“Smithsonian admits to destruction of thousands of giant human skeletons in early 1900s.”,Viral image,"November 3, 2022",pants-fire
86,Tom Kertscher,"""Raphael Warnock and Stacey Abrams are radical communists and, if they get their way, gun owners here in Georgia will be completely disarmed.""",Georgia Gun Owners,"November 3, 2022",pants-fire
87,Louis Jacobson,"""On my watch, for the first time in 10 years, seniors are getting an increase in their Social Security checks.""",Joe Biden,"November 2, 2022",pants-fire
88,Ciara O'Rourke,“Two far-right websites attributed to David DePape to smear conservatives were fabricated — they were created Friday.”,Viral image,"November 2, 2022",pants-fire
89,Ciara O'Rourke,Bill Gates’ daughters aren’t vaccinated.,Viral image,"November 2, 2022",pants-fire
90,Ciara O'Rourke,House Speaker Nancy Pelosi “doesn’t even have surveillance cameras around her house.”,Viral image,"November 2, 2022",pants-fire
91,Gabrielle Settles,"At the Pelosi house, “the glass it seems was broken from the inside to the out, so it wasn’t a break-in, it was a breakout.”",Donald Trump,"November 2, 2022",pants-fire
92,Ciara O'Rourke,Police dispatch audio from Paul Pelosi’s attack was recorded in a Moscow studio.,Instagram posts,"November 1, 2022",pants-fire
93,Ciara O'Rourke,"Security cameras at Nancy Pelosi’s San Francisco home malfunctioned “for the duration of the break-in, so officials have ended their investigation.”",Viral image,"November 1, 2022",pants-fire
94,Michael Majchrowicz,"“If outer space was a vacuum, astronauts would train in vacuum chambers. Not in swimming pools. Outer Space is a hoax.”",Instagram posts,"November 1, 2022",pants-fire
95,Andy Nguyen,"“If you use the US Postal Service certified mail or registered mail, they can do anything they want with those ballots."" They “can burn your mail and they won't get in any trouble.”",Instagram posts,"October 31, 2022",pants-fire
96,Amy Sherman,Rep. Tim Ryan “wanted to decriminalize fentanyl.”,J.D. Vance,"October 31, 2022",pants-fire
97,Michael Majchrowicz,"""Peer-reviewed paper"" shows ""Fauci created COVID-19""",Instagram posts,"October 27, 2022",pants-fire
98,Andy Nguyen,Mailing in a ballot “gives the bad guys a chance to know how many ballots they need to make.”,Instagram posts,"October 27, 2022",pants-fire
99,Ciara O'Rourke,Video clips show staged war footage from Ukraine.,Viral image,"October 26, 2022",pants-fire
100,Jeff Cercone,Today’s high food prices were planned during a 2015 food shortage simulation.,Instagram posts,"October 26, 2022",pants-fire
101,Gabrielle Settles,“Eagles fans shout F— Joe Biden while Jill Biden attends NFL game!”,Instagram posts,"October 26, 2022",pants-fire
102,Amy Sherman,"In Arizona, early voting would allow Kari Lake’s opponents to see how many votes they “need to fake to catch up and surpass.”",Instagram posts,"October 25, 2022",pants-fire
103,Ciara O'Rourke,"A chyron on Sean Hannity’s show said, “Dr Oz admits he’s a medical quack.”",Viral image,"October 24, 2022",pants-fire
104,Ciara O'Rourke,There are no photos of “Biden in the Oval Office” from after early 2021.,Viral image,"October 24, 2022",pants-fire
105,Louis Jacobson,"A House Republican plan says that if the GOP wins the majority, “Retirees who have a pension, IRAs, 401k, disabled veteran benefits will be ineligible for Social Security benefits.”",Instagram posts,"October 21, 2022",pants-fire
106,Ciara O'Rourke,"A video shows an actor “getting into character before his press interview less than 24 hours after the supposed killing of his 6-year-old daughter.""",Instagram posts,"October 20, 2022",pants-fire
107,Ciara O'Rourke,"There are “100,000 kids in cages” under the Getty art museum.",Viral image,"October 20, 2022",pants-fire
108,Ciara O'Rourke,Video shows Hillary Clinton talking about a glass dome over the Earth.,Instagram posts,"October 19, 2022",pants-fire
109,Ciara O'Rourke,Photo shows a taxi driver in New York City who “drives around taking people to kill.”,Viral image,"October 19, 2022",pants-fire
110,Andy Nguyen,Dark spots on potato chips are “infected with throat mold.”,Facebook posts,"October 19, 2022",pants-fire
111,Ciara O'Rourke,“Trans species man who self-identifies as a deer accidentally shot by hunters.”,Viral image,"October 18, 2022",pants-fire
112,Ciara O'Rourke,Barack Obama said he walks with his “husband Michael and hold hands.”,Viral image,"October 17, 2022",pants-fire
113,Chad Bradley,Federal aid to tribal governments is “foreign aid.”,Nick Myers,"October 17, 2022",pants-fire
114,Ciara O'Rourke,“Kamala Harris resigns in shock after Biden’s ‘mandatory’ border trip…Trump jails ‘corrupt’ VP.”,Facebook posts,"October 13, 2022",pants-fire
115,Ciara O'Rourke,The government is giving every household a $500 Walmart shopping credit to help with inflation.,Facebook posts,"October 13, 2022",pants-fire
116,Michael Majchrowicz,North Korea has taken military action against Russia.,Facebook posts,"October 12, 2022",pants-fire
117,Andy Nguyen,"Parasite cleanses ""kill herpes by starving the parasites in the stomach.""",Facebook posts,"October 10, 2022",pants-fire
118,Amy Sherman,“President Trump and I lost an election in 2020 because of a rigged election.”,Jim Marchant,"October 10, 2022",pants-fire
119,D.L. Davis,"""To call what happened on January 6 an armed insurrection, I just think is not accurate.""",Ron Johnson,"October 10, 2022",pants-fire
120,Michael Majchrowicz,"COVID was ""so bad one year, they just forgot to give us a hurricane? What’s really going on here.”",Instagram posts,"October 7, 2022",pants-fire
121,Ciara O'Rourke,“The Obama Foundation stored classified documents in an abandoned furniture warehouse.”,Facebook posts,"October 6, 2022",pants-fire
122,Ciara O'Rourke,Aileen Cannon has been arrested.,Facebook posts,"October 6, 2022",pants-fire
123,Ciara O'Rourke,“Dr. Oz wins seat.”,Facebook posts,"October 5, 2022",pants-fire
124,Madeline Heim,"Says Mandela Barnes supports killing “preemies” – “infants born prior to 37 weeks of pregnancy""",Restoration PAC,"October 4, 2022",pants-fire
125,Gabrielle Settles,Hurricane Ian was orchestrated as part of a pandemic-related conspiracy to devastate Floridians.,Instagram posts,"September 30, 2022",pants-fire
126,Gabrielle Settles,"""Walrus seen on Florida streets after Hurricane Ian hits land.""",Instagram posts,"September 29, 2022",pants-fire
127,Gabrielle Settles,“All weather is artificially controlled.”,Instagram posts,"September 29, 2022",pants-fire
128,Jeff Cercone,"At an Atlanta Braves celebration, President Joe Biden “demanded that all the little kids come up on stage to sit on his lap.”",Facebook posts,"September 29, 2022",pants-fire
129,D.L. Davis,"“You know how many convicted felons Scott Walker let out during his eight years early on parole? Zero. Tony Evers is approaching 1,000 of these that he’s let out early.""",Tim Michels,"September 27, 2022",pants-fire
130,Ciara O'Rourke,House Democrats kicked Nancy Pelosi from office.,Facebook posts,"September 27, 2022",pants-fire
131,Andy Nguyen,“Future and Malia Obama are expecting first child together.”,Facebook posts,"September 26, 2022",pants-fire
132,Amy Sherman,"Then-Vice President Mike Pence ""seized power"" from President Donald Trump and undertook ""a coup"" when he called on federal agencies to stop the Jan. 6 Capitol riot.",Mark Finchem,"September 19, 2022",pants-fire
133,Ciara O'Rourke,“The Simpsons” predicted Queen Elizabeth II’s 2022 death.,Viral image,"September 19, 2022",pants-fire
134,Sara Swann,"If Jeff Bezos’ net worth reaches $1 trillion, “he could literally end world poverty and give everyone $1 billion and he will still have $91.5 billion left.”",Facebook posts,"September 16, 2022",pants-fire
135,Gabrielle Settles,Barack and Michelle Obama are not the real parents of their children.,Facebook posts,"September 15, 2022",pants-fire
136,Ciara O'Rourke,“Obama & Clinton are being arrested by the military.”,Facebook posts,"September 15, 2022",pants-fire
137,Ciara O'Rourke,Video shows Hillary Clinton popping a brown paper bag during a press conference.,Viral image,"September 15, 2022",pants-fire
138,Michael Majchrowicz,"""Russia is becoming the first country to break ties with the Antarctic Treaty.""",Instagram posts,"September 14, 2022",pants-fire
139,Ciara O'Rourke,“The sun is not 93 million miles away … it is local and under a firmament dome.”,Viral image,"September 14, 2022",pants-fire
140,Ciara O'Rourke,The Clintons killed Ken Starr.,Tweets,"September 14, 2022",pants-fire
141,Gabrielle Settles,“No plane debris was found at the Pentagon.”,Instagram posts,"September 14, 2022",pants-fire
142,Ciara O'Rourke,"Video shows a statement from Donald Trump on Sept. 8, 2022.",Facebook posts,"September 14, 2022",pants-fire
143,Ciara O'Rourke,A Boeing 757 didn’t fly into the Pentagon on 9/11.,Facebook posts,"September 14, 2022",pants-fire
144,Madison Czopek,King Charles III signed “a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.”,Facebook posts,"September 12, 2022",pants-fire
145,Ciara O'Rourke,"Barack Obama urged people on Sept. 10, 2001, to “report to work tomorrow” at the World Trade Center.",Viral image,"September 12, 2022",pants-fire
146,Ciara O'Rourke,“North Korea confirms it has landed a man on the sun.”,Viral image,"September 12, 2022",pants-fire
147,Ciara O'Rourke,Queen Elizabeth II was a reptile.,Facebook posts,"September 12, 2022",pants-fire
148,Ciara O'Rourke,A “13 or 15 year old boy escapes Buckingham Palace” in video.,Viral image,"September 9, 2022",pants-fire
149,Andy Nguyen,“Prince was sacrificed for (Queen Elizabeth II’s) 90th birthday.”,Instagram posts,"September 9, 2022",pants-fire
150,Gabrielle Settles,"“We all know the Queen’s been dead for a while now,” and her death is part of a dark conspiracy involving pedophilia or child trafficking.",Facebook posts,"September 9, 2022",pants-fire
151,Madison Czopek,“Queen Elizabeth shot dead in Detroit.”,Instagram posts,"September 9, 2022",pants-fire
152,Ciara O'Rourke,Video proves “space is fake.”,Viral image,"September 9, 2022",pants-fire
153,Ciara O'Rourke,“Naomi Biden says Joe Biden died four years ago.”,Viral image,"September 8, 2022",pants-fire
154,Ciara O'Rourke,Video shows Joe Biden has a body double.,Viral image,"September 7, 2022",pants-fire
155,Gabrielle Settles,President Joe Biden “employed actors to portray Marine guards” during a Sept. 1 speech.,Facebook posts,"September 7, 2022",pants-fire
156,Ciara O'Rourke,Joe Biden threatened to assassinate Ukraine’s former president.,Facebook posts,"August 31, 2022",pants-fire
157,Michael Majchrowicz,"Another continent may exist beneath Antarctica, which is also home to homicidal sea creature of unknown origin",Facebook posts,"August 30, 2022",pants-fire
158,Madison Czopek,The FBI “spent more time investigating” the Jan. 6 Capitol attack than 9/11.,Facebook posts,"August 30, 2022",pants-fire
159,Michael Majchrowicz,"The National Guard was activated Jan. 6, 2021, and “is in complete control.”",Facebook posts,"August 30, 2022",pants-fire
160,Amy Sherman,"“In Arizona, we have flood the zone with fake ballots.”",Mark Finchem,"August 30, 2022",pants-fire
161,Amy Sherman,The Supreme Court will put Donald Trump back in office in October,Facebook posts,"August 29, 2022",pants-fire
162,Michael Majchrowicz,"""Monkeypox is a complete, fake sham” that’s “designed to force lockdowns, mandates and shots.”",Facebook posts,"August 26, 2022",pants-fire
163,Ciara O'Rourke,Half of the votes for Joe Biden in the 2020 presidential election “are from dead people.”,Viral image,"August 26, 2022",pants-fire
164,Ciara O'Rourke,An image shows a chyron on Tucker Carlson’s show that said “straight men turning homo after ‘gay hypnosis.’”,Viral image,"August 24, 2022",pants-fire
165,Andy Nguyen,Quotes Sarah Palin as saying “when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts.”,Facebook posts,"August 23, 2022",pants-fire
166,Andy Nguyen,Video implies talk between Barack Obama and Kamala Harris has coded references to pedophilia.,Facebook posts,"August 19, 2022",pants-fire
167,Yacob Reyes,"""We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",Nikki Fried,"August 19, 2022",pants-fire
168,Ciara O'Rourke,Photo shows parents who changed their baby’s gender identity.,Viral image,"August 19, 2022",pants-fire
169,Ciara O'Rourke,Video shows Congress voting for a highly classified “Homeland Terrorism Preparedness Bill.”,Viral image,"August 17, 2022",pants-fire
170,Amy Sherman,"""Send your postcards to 5 key states to decertify fraud” in the 2020 election.",Facebook posts,"August 16, 2022",pants-fire
171,Andy Nguyen,"“Liz Cheney cries like kids after loses in ‘primary’ against Trump’s pick,” two days before the primary election.",Facebook posts,"August 16, 2022",pants-fire
172,Jon Greenberg,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",Donald Trump,"August 12, 2022",pants-fire
173,Jeff Cercone,"A ""Delta Force” seized a shipment of weapons headed to the IRS.",TikTok posts,"August 11, 2022",pants-fire
174,Jeff Cercone,Brittney Griner is really a man.,Facebook posts,"August 9, 2022",pants-fire
175,Grace Abels,"Consuming “rice and beans, milk, cheese, butter and eggs” causes disease by age 30.",Facebook posts,"August 5, 2022",pants-fire
176,Grace Abels,"""The Sun is out of place, the Moon is out of place and the stars are out of place. The compasses are off"" because of a shift in the Earth’s poles.",Facebook posts,"August 3, 2022",pants-fire
177,Amy Sherman,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",The Gateway Pundit,"July 29, 2022",pants-fire
178,Grace Abels,NASA photos of the moon and Earth show that “space is fake.”,Viral image,"July 28, 2022",pants-fire
179,Jeff Cercone,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,Instagram posts,"July 27, 2022",pants-fire
180,Monique Curet,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",Facebook posts,"July 26, 2022",pants-fire
181,Andy Nguyen,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,Facebook posts,"July 26, 2022",pants-fire
182,Luiz Romero,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",Instagram posts,"July 26, 2022",pants-fire
183,Ciara O'Rourke,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",Facebook posts,"July 22, 2022",pants-fire
184,Amy Sherman,Ranked choice voting in Alaska is a “total rigged deal.”,Donald Trump,"July 22, 2022",pants-fire
185,Ciara O'Rourke,George Floyd and COVID-19 “never existed.”,Viral image,"July 22, 2022",pants-fire
186,Ciara O'Rourke,“Biden threatens to assassinate Ukraine president.”,Facebook posts,"July 21, 2022",pants-fire
187,Gabrielle Settles,"“Third grade reading scores in the USA help correctional institutions predict how many beds they'll need in the future.""",Instagram posts,"July 20, 2022",pants-fire
188,Madison Czopek,"“Drought is a lie” designed to limit farming, reduce the food supply and ultimately control Americans.",Facebook posts,"July 19, 2022",pants-fire
189,Andy Nguyen,"CNN coverage has evidence of the “single most egregious, real-time example of electronic vote fraud.”",Facebook posts,"July 19, 2022",pants-fire
190,Andy Nguyen,Claims the James Webb Space Telescope is “fakery they got for the masses”,Facebook posts,"July 18, 2022",pants-fire
191,Gabrielle Settles,"In Kenya, “pregnant women can’t leave the house, so they absolutely have no constructive right to vote.”",Emily Compagno,"July 14, 2022",pants-fire
192,D.L. Davis,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.""",Donald Trump,"July 14, 2022",pants-fire
193,Bill McCarthy,Images from Hunter Biden’s laptop show Joe Biden naked with a young girl.,Facebook posts,"July 13, 2022",pants-fire
194,Gabrielle Settles,There are no artifacts to prove that slave ships existed.,Tweets,"July 13, 2022",pants-fire
195,Jeff Cercone,House Democrats have kicked Rep. Ilhan Omar out of Congress,Facebook posts,"July 11, 2022",pants-fire
196,Ciara O'Rourke,Anthony Bourdain and Chris Cornell were killed while working on a documentary about “widespread pedophilia.”,Viral image,"July 11, 2022",pants-fire
197,Gabrielle Settles,Fast food chain Wendy’s was “exposed for using horse meat.”,Facebook posts,"July 8, 2022",pants-fire
198,Ciara O'Rourke,“Biden impeachment in progress.”,Facebook posts,"July 8, 2022",pants-fire
199,Ciara O'Rourke,Video shows Joe Biden putting a Medal of Honor on a Vietnam War veteran backward.,Viral image,"July 8, 2022",pants-fire
200,Ciara O'Rourke,“SCOTUS overturned the 2020 election.”,Facebook posts,"July 8, 2022",pants-fire
201,Ciara O'Rourke,A video shows Joe Biden speaking slowly and slurring on the Fourth of July.,Viral image,"July 7, 2022",pants-fire
202,Ciara O'Rourke,"The mass shooting in Highland Park, Illinois, was a “false flag.”",Facebook posts,"July 7, 2022",pants-fire
203,Ciara O'Rourke,Says Marjorie Taylor Greene said “246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.”,Viral image,"July 5, 2022",pants-fire
204,Andy Nguyen,Video claims Moscow turned into “sea of fire after being attacked by two mysterious missiles.”,Facebook posts,"June 30, 2022",pants-fire
205,Ciara O'Rourke,“Joe Biden just resigned from the White House.”,Facebook posts,"June 28, 2022",pants-fire
206,Ciara O'Rourke,The Clintons and Bushes were “involved in orchestrating the assassination of JFK Jr.”,Instagram posts,"June 28, 2022",pants-fire
207,Ciara O'Rourke,A photo shows Marjorie Taylor Greene wearing a Soviet shirt and giving a Nazi salute.,Viral image,"June 22, 2022",pants-fire
208,Ciara O'Rourke,"Says Jen Psaki said, “President Biden might need kneepads for riding his bike, but the last guy needed kneepads for visiting the Kremlin.”",Viral image,"June 21, 2022",pants-fire
