,author,statement,source,date,target
15,Ciara O'Rourke,MMA fighter Victoria Lee died because of a COVID-19 vaccine.,Facebook posts,"January 11, 2023",false
16,Tom Kertscher,"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.""",Robert Malone,"January 10, 2023",false
17,Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",false
18,Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",false
19,Jeff Cercone,“The FDA finally came out and said that Pfizer’s COVID shot causes blood clots.”,Instagram posts,"December 20, 2022",false
20,Madison Czopek,The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,Instagram posts,"December 16, 2022",false
21,Jeff Cercone,"There are a record high cases of flu in the U.S. this year, and “last year there were none.”",Instagram posts,"December 15, 2022",false
22,Ciara O'Rourke,Stephen Boss died because of the COVID-19 vaccine.,Tweets,"December 15, 2022",false
23,Ciara O'Rourke,Pfizer confirmed stiff-person syndrome is an adverse effect of the COVID-19 vaccine.,Instagram posts,"December 15, 2022",false
24,Ciara O'Rourke,Grant Wahl died because of the COVID-19 vaccine.,Facebook posts,"December 14, 2022",false
25,Tom Kertscher,Joe Biden’s $36 billion for a union pension fund is “the largest private pension bailout in American history.”,Kevin Brady,"December 14, 2022",true
26,Jeff Cercone,Recent blood clots or strokes in four major athletes are an unwanted effect of COVID-19 vaccines.,Facebook posts,"December 13, 2022",false
27,Ciara O'Rourke,"Pfizer CEO Albert Bourla resigned, saying mRNA vaccines are “not safe.”",Viral image,"December 12, 2022",false
28,Andy Nguyen,"“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",Instagram posts,"December 9, 2022",false
29,Ciara O'Rourke,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,Instagram posts,"December 9, 2022",pants-fire
30,Ciara O'Rourke,“Holiday heart syndrome” is a cover for deaths caused by the COVID-19 vaccine.,Viral image,"December 9, 2022",false
31,Ciara O'Rourke,Video confirms Pfizer’s CEO is “reptilian.”,Viral image,"December 1, 2022",pants-fire
32,Laura Schulte,"“A lot of the programs (that were) started during the pandemic are still going, even though the pandemic is long over.”",Robin Vos,"December 1, 2022",barely-true
33,Ciara O'Rourke,Country singer Jake Flint died because of the COVID-19 vaccine.,Instagram posts,"November 30, 2022",false
34,Sara Swann,Suggests virologist’s death is linked to COVID-19 vaccines.,Instagram posts,"November 30, 2022",false
35,Yacob Reyes,"Suggests ""108 FIFA registered players/coaches have died"" because of COVID-19 vaccines.",Instagram posts,"November 22, 2022",false
36,Jeff Cercone,The College of Physicians and Surgeons of Ontario suggested “that ‘unvaccinated’ people are mentally ill and in need of psychiatric medication.”,TikTok posts,"November 22, 2022",false
37,Jill Terreri,Increases in respiratory syncytial virus in children are linked to the COVID-19 vaccine.,Instagram posts,"• November 21,",false
38,Ciara O'Rourke,The World Health Organization director general confirmed “some countries are using boosters to kill children.”,Viral image,"November 18, 2022",false
39,Andy Nguyen,The death of a 4-year-old who appeared in vaccination campaign posters is linked to vaccines.,Instagram posts,"November 15, 2022",false
40,Alexis Waiss,"The COVID-19 vaccine for children is proving to be “not only ineffective, it’s also proving to be dangerous.”",Kari Lake,"November 8, 2022",false
41,Michael Majchrowicz,A German survey ranked Kyrie Irving as the “greatest threat to world peace” among world leaders.,Viral image,"November 8, 2022",pants-fire
42,Michael Majchrowicz,Julie Powell died from the COVID-19 vaccine.,Instagram posts,"November 2, 2022",false
43,Ciara O'Rourke,Bill Gates’ daughters aren’t vaccinated.,Viral image,"November 2, 2022",pants-fire
44,Renee Romo,“Kids are resistant to COVID as opposed to older people.”,Tom Horne,"October 28, 2022",half-true
45,Ciara O'Rourke,DJ Mighty Mouse died because of a COVID-19 booster vaccine.,Instagram posts,"October 27, 2022",false
46,Ciara O'Rourke,“PCR tests used to put luciferase in the brain.”,Viral image,"October 27, 2022",false
47,Ciara O'Rourke,The COVID-19 vaccine caused Katy Perry’s eye to close during a recent show.,Instagram posts,"October 27, 2022",false
48,Madison Czopek,"“El CDC está a punto de agregar la vacuna Co vid al calendario de vacunación infantil, lo que haría que la vacunación sea obligatoria para que los niños asistan a la escuela”.",Instagram posts,"October 27, 2022",barely-true
49,Michael Majchrowicz,"""Peer-reviewed paper"" shows ""Fauci created COVID-19""",Instagram posts,"October 27, 2022",pants-fire
50,Ciara O'Rourke,A video shows that a “Nuremberg 2.0 crimes against humanity trial starts Jan 2023.”,Instagram posts,"October 25, 2022",false
51,Jeff Cercone,Bodybuilder died from the COVID-19 vaccine.,Instagram posts,"October 24, 2022",false
52,Michael Majchrowicz,“Millions” of people from International Monetary Fund member countries are at risk of being placed in “COVID camps.”,Instagram posts,"October 21, 2022",false
53,Ciara O'Rourke,Haitian singer Mikaben died because of the COVID-19 vaccine,Instagram posts,"October 20, 2022",false
54,Madison Czopek,"“The CDC is about to add the COVID vaccine to the childhood immunization schedule, which would make the vax mandatory for kids to attend school.”",Tucker Carlson,"October 20, 2022",barely-true
55,Jeff Cercone,“Boston University CREATES a new COVID strain that has an 80% kill rate.”,Instagram posts,"October 20, 2022",half-true
56,Ciara O'Rourke,Video shows Dr. Anthony Fauci admitting “he failed Americans during the pandemic when unnecessarily forcing masks.”,Instagram posts,"October 19, 2022",false
57,Ciara O'Rourke,“Covid vaccinations now prohibited in people under 50 in Denmark.”,Viral image,"October 18, 2022",false
58,Warren Fiske,"Abigail Spanberger supported “nearly $1 billion in stimulus checks for prisoners, including domestic terrorists.”",National Republican Congressional Committee,"October 18, 2022",half-true
59,Jeff Cercone,There’s a “coincidental correlation” between COVID-19 vaccines and a spike in cancer in adults younger than 50.,Instagram posts,"October 17, 2022",false
60,Jeff Cercone,Pfizer executive “admits” vaccine was never tested for preventing transmission.,Instagram posts,"October 13, 2022",false
61,Michael Majchrowicz,A study showed mRNA COVID-19 vaccines are harmful to infants who are breastfeeding.,Instagram posts,"October 12, 2022",barely-true
62,Michael Majchrowicz,"COVID was ""so bad one year, they just forgot to give us a hurricane? What’s really going on here.”",Instagram posts,"October 7, 2022",pants-fire
63,Jeff Cercone,"""Defibrillators are being installed all over” the U.K. after a child’s death, which may be “why the UK suddenly stopped” COVID-19 vaccination for children under 11 years old.",Instagram posts,"October 5, 2022",false
64,Ciara O'Rourke,The COVID-19 vaccine caused J.J. Watt’s atrial fibrillation.,Viral image,"October 5, 2022",false
65,Ciara O'Rourke,A 1956 video warned about COVID-19.,Viral image,"October 4, 2022",false
66,Madison Czopek,"""Only 325,000 American kids out of 19,000,000"" were vaccinated against COVID-19.",Instagram posts,"September 27, 2022",barely-true
67,Ciara O'Rourke,A royal guard member collapsed because of the COVID-19 vaccine.,Instagram posts,"September 16, 2022",false
68,Ciara O'Rourke,Queen Elizabeth died because of the COVID-19 vaccine.,Tweets,"September 8, 2022",false
69,Ciara O'Rourke,The National Institutes of Health “adds ivermectin to list of COVID approved treatments.”,Instagram posts,"September 7, 2022",false
70,Sara Swann,The U.K. is no longer recommending the Pfizer-BioNTech COVID-19 mRNA vaccine for pregnant women.,Instagram posts,"August 31, 2022",false
71,Sara Swann,Moderna’s lawsuits against Pfizer-BioNTech shows COVID-19 vaccines were in the works before the pandemic started.,Instagram posts,"August 30, 2022",false
72,Ciara O'Rourke,“Nearly half of pregnant women in Pfizer trial miscarried.”,Viral image,"August 29, 2022",false
73,Michael Majchrowicz,"""Monkeypox is a complete, fake sham” that’s “designed to force lockdowns, mandates and shots.”",Facebook posts,"August 26, 2022",pants-fire
74,Gabrielle Settles,"The COVID-19 pandemic was planned, and a 2019 simulation called Event 201 was a rehearsal for it.",Pitbull,"August 26, 2022",false
75,Sara Swann,"In England, “COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.”",Bloggers,"August 24, 2022",false
76,Madison Czopek,A New England Journal of Medicine study found that vaccinated people are “5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.”,Facebook posts,"August 24, 2022",false
77,Ciara O'Rourke,COVID-19 vaccines are responsible for the health problems featured in recent news reports.,Viral image,"August 19, 2022",false
78,D.L. Davis,"""We are number one in the country as far as our spending (COVID-19 relief) money on businesses as it relates to the percentage of federal funds that we receive.""",Tony Evers,"August 16, 2022",half-true
79,Ciara O'Rourke,"The COVID-19 vaccine caused Ashton Kutcher to lose “vision, hearing and ability to walk.”",Viral image,"August 16, 2022",false
80,Madison Czopek,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",Facebook posts,"July 29, 2022",false
81,Monique Curet,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",The Gateway Pundit,"July 29, 2022",false
82,Yacob Reyes,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",Facebook posts,"July 29, 2022",false
83,Tom Kertscher,Raphael Warnock and Catherine Cortez Masto “voted to allow hundreds of millions of dollars of COVID relief funds to be squandered” on leisure projects.,One Nation,"July 28, 2022",half-true
84,Jeff Cercone,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,Instagram posts,"July 27, 2022",pants-fire
85,Ciara O'Rourke,“Jill Biden makes stunning admission after” President Joe Biden tested positive for COVID-19.,Facebook posts,"July 22, 2022",false
86,Ciara O'Rourke,George Floyd and COVID-19 “never existed.”,Viral image,"July 22, 2022",pants-fire
87,Bill McCarthy,"Shinzo Abe was assassinated because he “didn’t mandate vaccines, sent 1.6 million doses back and gave citizens ivermectin.”",Instagram posts,"July 11, 2022",false
88,Samantha Putterman,"According to International Olympic Committee data, “an average of 29 athletes under the age of 35 suffered sudden death per year from 1966 to 2004. From March 2021 to March 2022, 769 athletes have died or suffered cardiac arrest.""",Instagram posts,"June 23, 2022",false
89,Ciara O'Rourke,Ray Liotta died because of the COVID-19 vaccine.,Tweets,"June 9, 2022",pants-fire
90,Gabrielle Settles,There’s a “‘positive correlation’ between higher mask usage and COVID-19 deaths.”,Facebook posts,"May 27, 2022",false
91,Jeff Cercone,"They passed the flu off as COVID-19, and “they’re going to do the same thing with monkeypox and shingles.”",Facebook posts,"May 26, 2022",false
92,Madison Czopek,“Swedish health authorities considering introducing restrictions because of monkeypox outbreak.”,Facebook posts,"May 25, 2022",false
93,Madison Czopek,Says Fox News and Candace Owens tweeted that “New studies show that 68% of those who used ivermectin to treat or prevent covid are suffering long-term bowel and urinary incontinence.”,Facebook posts,"May 19, 2022",false
94,Monique Curet,"“(Pfizer) says do not breastfeed. Baby formula shortages everywhere. Gates promotes brand new artificial breast milk technology. All within less than a 2 week period. …Nothing to see here.""",Facebook posts,"May 19, 2022",false
95,Jon Greenberg,“The Biden administration is bringing amendments that would propose that all nations of the earth cede their sovereignty over national health care decisions to the WHO.”,Michele Bachmann,"May 19, 2022",false
96,Ciara O'Rourke,“Breaking: Democrats introduce bill to put Americans in quarantine camps.”,Bloggers,"May 18, 2022",pants-fire
97,Louis Jacobson,“When President Biden took office … there was no vaccine available.”,Joe Biden,"May 16, 2022",false
98,Ciara O'Rourke,“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.”,Viral image,"May 16, 2022",pants-fire
99,Samantha Putterman,“mRNA Vaccines Show No Mortality Benefit - Danish Study”,YouTube videos,"May 6, 2022",false
100,Vivian Lam,"""Pfizer tries to hide 2.4K full-time hires handling vax injuries.""",One America News,"May 5, 2022",barely-true
101,Jeff Cercone,Hepatitis outbreak in kids may be related to Johnson & Johnson COVID-19 vaccine.,Instagram posts,"April 26, 2022",false
102,Monique Curet,Dr. Anthony Fauci said lockdowns are a method for coercing people to comply with COVID-19 vaccinations.,Facebook posts,"April 22, 2022",false
103,Jon Greenberg,"Joe Biden's spending “has sent prices skyrocketing.""",Jane Timken,"April 20, 2022",half-true
104,Samantha Putterman,The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,Instagram posts,"April 19, 2022",false
105,Bill McCarthy,"COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”","""Watch The Water""","April 19, 2022",pants-fire
106,Monique Curet,Suggests ivermectin is an effective treatment for COVID-19,One America News,"April 13, 2022",false
107,Ciara O'Rourke,Gilbert Gottfried died from the COVID-19 vaccine.,Tweets,"April 13, 2022",false
108,Samantha Putterman,The COVID-19 vaccines contain “HIV lipid wrappers.”,Facebook posts,"April 12, 2022",pants-fire
109,Monique Curet,"As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”",Facebook posts,"April 11, 2022",barely-true
110,Jeff Cercone,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,Facebook posts,"April 8, 2022",false
111,Tom Gaughan,"Gov. Kathy Hochul’s “record” includes “firing” 34,000 health care workers.",Rob Astorino,"April 6, 2022",half-true
112,Jeff Cercone,Pfizer paid “$2.8 million bribe payment” to the FDA for COVID-19 vaccine approval.,Tweets,"April 5, 2022",false
113,Ciara O'Rourke,Foo Fighters drummer Taylor Hawkins died from a COVID-19 vaccine.,Facebook posts,"March 29, 2022",false
114,Madeline Heim,"Says Gov. Tony Evers gave $2.4 million in COVID relief money to Planned Parenthood affiliates throughout Wisconsin “to bail them out and fund abortions.""",Rebecca Kleefisch,"March 25, 2022",barely-true
115,Jeff Cercone,"""Documents were published confirming Moderna created the COVID-19 Virus.”",Bloggers,"March 24, 2022",false
116,Ciara O'Rourke,A man was arrested “for wearing a T-shirt that says ‘We The People’ and has a picture of the ‘Statue of Liberty.’”,Facebook posts,"March 24, 2022",false
117,Ciara O'Rourke,Joe Biden’s announcement that the Justice Department will name a chief prosecutor for pandemic fraud means “the government is going to investigate itself.”,Viral image,"March 23, 2022",false
118,Vivian Lam,"The drug labels for the Pfizer COVID-19 vaccine “were blank when they should have contained all these diseases and adverse events"" listed in a confidential report.",Bloggers,"March 23, 2022",false
119,Amy Sherman,"At the start of the COVID-19 pandemic, Judge Ketanji Brown Jackson advocated that “each and every criminal defendant in D.C. Corrections custody should be released.”",Marsha Blackburn,"March 22, 2022",barely-true
120,Monique Curet,"""People who have had cancer in the past, they get the COVID jab and now, they're getting cancer two to three, four months later and it's the same cancer they had except much worse.""",Facebook posts,"March 11, 2022",false
121,Jill Terreri,“We are No. 1 among all large states in having fully vaccinated teenagers. We are No. 2 in all large states for having fully vaccinated five- to 11- year-olds.”,Kathy Hochul,"• March 11,",true
122,Ciara O'Rourke,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,Bloggers,"March 8, 2022",pants-fire
123,Ciara O'Rourke,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,Facebook posts,"March 7, 2022",false
124,Jeff Cercone,CDC Director Dr. Rochelle Walensky said she gets COVID-19 reports from CNN.,Facebook posts,"March 7, 2022",false
125,Yacob Reyes,Wearing masks is “COVID theater” and “not doing anything.”,Ron DeSantis,"March 4, 2022",false
126,Madison Czopek,“NEW: Biden Admin. instructs Americans to social distance and wear masks in the event of a Nuclear Fallout.”,Facebook posts,"March 3, 2022",barely-true
127,Paul Specht,"There are now zero students, staff or anyone “related to the school system” in Union County” hospitalized with COVID-19, despite harsh criticism of school COVID policy.",David Willis,"March 2, 2022",half-true
128,Madeline Heim,"“Over-vaccination causes faster mutation of the (COVID-19) virus, which causes a super virus we may not have the ability to fight off.”",Mary Felzkowski,"March 1, 2022",false
129,Madeline Heim,"Gov. Tony Evers has “only gotten one-third of the money meant for COVID relief out the door. He is sitting on $930 million in ARPA funds left unspent. In fact, he still has CARES Act money from two years ago.”",Wisconsin Senate Republicans,"February 25, 2022",mostly-true
130,Madison Czopek,“News report accidentally reveals doctors giving ‘banned’ COVID treatment to the Queen.”,Facebook posts,"February 24, 2022",false
131,Ciara O'Rourke,"Luc Montagnier's death is linked to his ""exposing"" that there's HIV in the COVID-19 vaccine.",Facebook posts,"February 23, 2022",pants-fire
132,Ciara O'Rourke,“Only 16% Of Canadians Would SUPPORT Trudeau After Trucker Protest!”,Facebook posts,"February 23, 2022",barely-true
133,Yacob Reyes,The Centers for Disease Control and Prevention has amassed the “largest collection of human data in history” through COVID-19 PCR tests.,Instagram posts,"February 23, 2022",false
134,Ciara O'Rourke,Video shows that Sûreté du Québec officers “removed their identifying names and badge numbers from their uniforms in Ottawa.”,Viral image,"February 21, 2022",false
135,Analisa Trofimuk,"""There is absolutely no observed or clinical data that indicates any benefit whatsoever to masking K-12 students in schools.""",Blaine Wilhour,"February 20, 2022",barely-true
136,Monique Curet,“Airline CEO gets pied for forcing vaccinations”,TikTok posts,"February 17, 2022",false
137,Monique Curet,"List shows “1,000 peer reviewed studies questioning COVID-19 vaccine safety”",Bloggers,"February 17, 2022",false
138,Samantha Putterman,Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.,Instagram posts,"February 17, 2022",pants-fire
139,Madison Czopek,"“Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing”",Facebook posts,"February 16, 2022",false
140,Monique Curet,"Map shows states where “all of the children… are back to living mask-free, normal lives.”",Instagram posts,"February 16, 2022",barely-true
141,Andy Nguyen,"Says that President Joe Biden said Americans will start seeing “direct deposits in their bank accounts this weekend,” and that Medicare recipients will get back $2,880.",Facebook posts,"February 16, 2022",pants-fire
142,Jeff Cercone,"""According to Congress, travel nurses need a pay cap.”",Facebook posts,"February 16, 2022",false
143,Louis Jacobson,"""Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.""",Patrick Gaspard,"February 16, 2022",mostly-true
144,Vivian Lam,"""Study proves children’s hearts destroyed by COVID vaccine.""",Infowars,"February 15, 2022",false
145,Monique Curet,"The New York City Police Department arrested a 9-year-old ""because she didn’t have a vaccine card in the museum.""",Instagram posts,"February 15, 2022",false
146,Nusaiba Mizan,"Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars.""",Chip Roy,"February 15, 2022",pants-fire
147,Jeff Cercone,The CDC was “normalizing blood clots” by tweeting about the health condition before the Super Bowl.,Facebook posts,"February 15, 2022",false
148,Monique Curet,“The second booster has eight strains of HIV.”,Facebook posts,"February 14, 2022",pants-fire
149,Madison Czopek,COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,Bloggers,"February 11, 2022",false
150,Samantha Putterman,"COVID spelled backward is “divoc” which means ""possession of the evil spirit"" in Hebrew.",Facebook posts,"February 11, 2022",false
151,Tom Kertscher,“We all know China created COVID.”,Dave McCormick,"February 11, 2022",false
152,Jeff Cercone,Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,Facebook posts,"February 11, 2022",false
153,Sara Swann,"In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",Bloggers,"February 11, 2022",false
154,Analisa Trofimuk,“A larger percentage of Illinoisans have been vaccinated than in any other Midwestern state.”,JB Pritzker,"February 11, 2022",mostly-true
155,Madison Czopek,Requesting a chargeback is “a better way to get back at” GoFundMe.,Facebook posts,"February 10, 2022",barely-true
156,Monique Curet,"“A grand jury trial begins into crimes against humanity"" involving a fabricated coronavirus pandemic.",Facebook posts,"February 10, 2022",pants-fire
157,Gabrielle Settles,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,Nicole Sirotek,"February 10, 2022",false
158,Tom Kertscher,"""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",Troy Nehls,"February 10, 2022",pants-fire
159,Ciara O'Rourke,"Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",Facebook posts,"February 10, 2022",false
160,Ciara O'Rourke,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,Facebook posts,"February 9, 2022",false
161,Naseem Ferdowsi,“Embalmers finding ‘strange clots’ in jabbed people”,NewsWars,"February 9, 2022",barely-true
162,Jeff Cercone,"Clips of Dr. Anthony Fauci show he “flip-flopped” on guidance for wearing masks, whether kids should be in school and whether people should change how they interact.",Ron DeSantis,"February 8, 2022",barely-true
163,Ciara O'Rourke,“Fifty percent of the Ottawa police force have all turned in their resignation.”,Facebook posts,"February 8, 2022",false
164,Ciara O'Rourke,The federal government requires “COVID passports to visit the movies.”,Facebook posts,"February 8, 2022",false
165,Ciara O'Rourke,Joe Biden gave his used face mask to Stephen Breyer.,Viral image,"February 8, 2022",false
166,Gabrielle Settles,“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”,Christine Drazan,"February 7, 2022",mostly-true
167,Monique Curet,"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”",Facebook posts,"February 7, 2022",false
168,Madison Czopek,Binding masks to your face with gauze and wrapping pantyhose around your face and mask are now “suggestions to make your mask more ‘effective.’”,Facebook posts,"February 7, 2022",half-true
169,Tom Kertscher,"Ron DeSantis let ""millions of COVID-19 tests expire.""",Charlie Crist,"February 4, 2022",barely-true
170,Monique Curet,"“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”",Facebook posts,"February 4, 2022",false
171,Ciara O'Rourke,"Says Johns Hopkins virologist ""James Kelly"" said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”",Facebook posts,"February 3, 2022",false
172,Gabrielle Settles,Research from Japan shows “ivermectin is effective against omicron in Phase III trial.”,Tweets,"February 2, 2022",false
173,Jeff Cercone,‘The Simpsons’ predicted Canada’s trucker convoy protest.,Facebook posts,"February 2, 2022",false
174,Ciara O'Rourke,“The convoy in Canada has made the Guinness Book of World Records for the longest convoy.”,Instagram posts,"February 2, 2022",false
175,Ciara O'Rourke,Picture shows the “Freedom Convoy” trucks in Canada.,Viral image,"February 2, 2022",false
176,Monique Curet,"""British data show the COVID shots are an abysmal failure, as COVID infection rates in the U.K. are higher among the ‘fully vaccinated’ in all adult cohorts.”",Facebook posts,"February 1, 2022",false
177,Ciara O'Rourke,Says Jen Psaki said in January 2022 that people will start seeing direct deposits in their bank account this weekend and payments to eligible Americans will continue for several weeks.,Facebook posts,"February 1, 2022",false
178,Ciara O'Rourke,The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”,Bloggers,"January 31, 2022",false
179,Jeff Cercone,"Military data from 2021 show military members experienced spikes of 300% in miscarriages, almost 300% in cancer diagnoses and 1,000% in neurological issues.",Instagram posts,"January 31, 2022",false
180,Ciara O'Rourke,Photo shows Amish who drove 2.5 hours with the “Freedom Convoy” to cook them food at their next stop.,Viral image,"January 31, 2022",false
181,Monique Curet,"In the U.S., myocarditis cases among ages 12 to 20 numbered four in 2019; four in 2020; and 2,236 in 2021.",Facebook posts,"January 31, 2022",barely-true
182,Luiz Romero,"Vaccine makers “are shipping lots of jabs with varying ingredients, potency & EVEN placebo lots.”",Facebook posts,"January 31, 2022",false
183,Jon Greenberg,"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”",Ron DeSantis,"January 31, 2022",barely-true
184,Samantha Putterman,"“Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”",Tulsi Gabbard,"January 31, 2022",barely-true
185,Jeff Cercone,"""Large, peer-reviewed research study proves ivermectin works” as a COVID-19 preventative.",Facebook posts,"January 28, 2022",false
186,Laura Schulte,“All these athletes are dropping dead on the field” after receiving the COVID-19 vaccination.,Ron Johnson,"January 28, 2022",false
187,Ciara O'Rourke,“National Guard doctors find hospitals empty of COVID patients.”,Viral image,"January 27, 2022",pants-fire
188,Jill Terreri,"“In New York state, if you’re white, you have to go to the back of the line to get medical help.”",Donald Trump,"• January 27,",pants-fire
189,Andy Nguyen,“The CDC admits that natural immunity from prior infections is superior to vaccinated immunity alone.”,Bloggers,"January 26, 2022",barely-true
190,Samantha Putterman,"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.""",John Stockton,"January 26, 2022",false
191,Monique Curet,Image from news broadcast shows a hospital in France trying to pass off a mannequin as a COVID-19 patient.,Instagram posts,"January 25, 2022",pants-fire
192,Gabrielle Settles,"COVID-19-induced pneumonia is ""is actually mast cell degranulation of the lungs,"" a type of allergic reaction.",Facebook posts,"January 25, 2022",false
193,Jeff Cercone,President Joe Biden gave Congress an exemption from vaccine mandate,Facebook posts,"January 25, 2022",false
194,Ciara O'Rourke,Says Louie Anderson was flying to appear on Conan O’Brien’s show when he became ill a few weeks after receiving his third vaccine dose.,Viral image,"January 25, 2022",false
195,Jeff Cercone,"""Total deaths from COVID MUCH LOWER than reported.”",YouTube videos,"January 24, 2022",pants-fire
196,Monique Curet,"A German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide, and the full list of ingredients is secret because of the emergency use authorization.",Facebook posts,"January 24, 2022",false
197,Samantha Putterman,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,Aaron Rodgers,"January 24, 2022",false
198,Monique Curet,"Estimated annual COVID-19 deaths in the U.S. totals 27,530, after you subtract those who died “with, not from” COVID-19, not in nursing homes and who didn't have four or more comorbidities.",Instagram posts,"January 21, 2022",pants-fire
199,Monique Curet,“Moderna COVID vaccine is no longer recommended due to heart inflammation.”,Facebook posts,"January 21, 2022",barely-true
