,author,statement,source,date,target
38,Ciara O'Rourke,“Andrew Tate officially gets sentenced to 15 years in prison! (Found guilty).”,Facebook posts,"January 25, 2023",false
39,Samantha Putterman,“Chickens aren’t laying eggs because RNA is being added to commercial chicken feed.”,TikTok posts,"January 25, 2023",false
40,Ciara O'Rourke,Polio wasn’t eradicated in the United States by a vaccine.,Instagram posts,"January 25, 2023",false
41,Ciara O'Rourke,Christine Grady “is the head of NIH.”,Instagram posts,"January 25, 2023",false
42,Sara Swann,The U.S. chicken and egg shortage is linked to Bill Gates.,Instagram posts,"January 25, 2023",false
43,Laura Schulte,“Let’s be clear: ‘drag shows’ are strip shows.”,Scott Walker,"January 25, 2023",false
44,Ciara O'Rourke,Sudden arrhythmic death syndrome and “stroke season” didn’t exist before the COVID-19 pandemic.,Instagram posts,"January 24, 2023",false
45,Ciara O'Rourke,“NOAA makes it official… CO2 warming is a hoax.”,Viral image,"January 24, 2023",false
46,Ciara O'Rourke,Historic photos are evidence these celebrities were cloned.,Viral image,"January 24, 2023",false
47,Ciara O'Rourke,Video proves Greta Thunberg is a crisis actor.,Instagram posts,"January 23, 2023",false
48,Andy Nguyen,"""Climate change is a naturally occurring phenomenon that can be tracked throughout prehistoric eras.""",Instagram posts,"January 23, 2023",false
49,Ciara O'Rourke,A video shows wreckage of the recent plane crash in Nepal.,Facebook posts,"January 23, 2023",false
50,Tom Kertscher,“MRNA vaccines are being injected into our food supply.”,Facebook posts,"January 23, 2023",false
51,Ciara O'Rourke,The Federal Aviation Administration widened its electrocardiogram parameters for pilots because “a substantial number of airline pilots have had serious heart damage” from COVID-19 vaccines.,Instagram posts,"January 20, 2023",false
52,Yacob Reyes,"""Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster.""",Ron DeSantis,"January 20, 2023",false
53,Samantha Putterman,Harvard Medical School students “learn how to care for LGBTQIA+ infants.”,TikTok posts,"January 20, 2023",false
54,Ciara O'Rourke,A video shows a real angel in the sky in Palestine.,Viral image,"January 20, 2023",false
55,Ciara O'Rourke,A video shows the deadly Jan. 15 plane crash in Nepal.,Facebook posts,"January 20, 2023",false
56,Ciara O'Rourke,CNN reported that Damar Hamlin’s doctor confirmed his cardiac arrest was caused by a COVID-19 vaccine booster.,Viral image,"January 19, 2023",false
57,Samantha Putterman,"Document shows that Hunter Biden paid Joe Biden $50,000 a month in rent.",Facebook posts,"January 19, 2023",false
58,Ciara O'Rourke,Greta Thunberg staged an arrest in Germany.,Viral image,"January 19, 2023",false
59,Loreben Tuquero,"Joe Biden as vice president didn't ""have the right to declassify"" documents.",Donald Trump,"January 19, 2023",false
60,Samantha Putterman,"“More contraception availability increases abortion demand.""",Instagram posts,"January 18, 2023",false
61,Ciara O'Rourke,Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,Facebook posts,"January 18, 2023",false
62,Ciara O'Rourke,"The World Economic Forum hired “unvaccinated pilots” to fly people into Davos, Switzerland, for its annual meeting for safety reasons.",Bloggers,"January 18, 2023",false
63,Madison Czopek,"“Americans who worked through the pandemic are being paid up to $26,000 by qualifying for the Employee Retention Credit.”",Facebook posts,"January 17, 2023",false
64,Sara Swann,“Every single Republican blocked Ketanji Brown Jackson’s SCOTUS appointment.”,Facebook posts,"January 17, 2023",false
65,Ciara O'Rourke,Video shows Elon Musk talking about what “every failed leader” he met had in common.,Viral image,"January 17, 2023",false
66,Maria Ramirez,“The White House is now attempting to ban all gas ovens and burners.”,Sean Hannity,"• January 12,",false
67,Ciara O'Rourke,Coronavirus is a Latin word for “heart attack virus.”,Viral image,"January 12, 2023",false
68,Tom Kertscher,Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the “2000 Mules” movie’s use of cell data is unfounded.,John Rich,"January 12, 2023",false
69,Jeff Cercone,The election in Brazil “was very clearly a rigged election.”,Tucker Carlson,"January 12, 2023",false
70,Ciara O'Rourke,MMA fighter Victoria Lee died because of a COVID-19 vaccine.,Facebook posts,"January 11, 2023",false
71,Amy Sherman,"""Parents that go to school board meetings"" and question the curriculum are being ""flagged by the Department of Justice and the FBI for attending a meeting.""",Scott Perry,"January 10, 2023",false
72,Tom Kertscher,"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.""",Robert Malone,"January 10, 2023",false
73,Samantha Putterman,Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,Tweets,"January 9, 2023",false
74,Jill Terreri,"A $5,000 stimulus loan is available.",Facebook posts,"• January 6,",false
75,Gabrielle Settles,"Tee Higgins ""isn't even leaving the hospital till he knows (Damar) Hamlin is OK.""",Facebook posts,"January 6, 2023",false
76,Samantha Putterman,"""Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.""",Newsmax,"January 6, 2023",false
77,Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",false
78,Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",false
79,Yacob Reyes,"After Joe Biden became vice president, at the behest of his father, he gave his uncle, Frank H. Biden, a Purple Heart for serving in the U.S. military during World War II.",Joe Biden,"December 20, 2022",false
80,Tom Kertscher,"Says he has been to “Afghanistan, Iraq and those areas” twice as president.",Joe Biden,"December 20, 2022",false
81,Ciara O'Rourke,Tesla launched a cryptocurrency platform that “aims to help families become wealthier.”,Bloggers,"December 20, 2022",false
82,Ciara O'Rourke,A video shows Rep. Matt Gaetz threatening Robert Mueller with jail time.,Facebook posts,"December 20, 2022",false
83,Ciara O'Rourke,"Elon Musk said, “I predict that I will buy tomorrow the entire Meta company.”",Instagram posts,"December 20, 2022",false
84,Ciara O'Rourke,People who stole U.S. Postal Service uniforms are posing as postal workers and robbing people at gunpoint.,Facebook posts,"December 20, 2022",false
85,Jeff Cercone,“The FDA finally came out and said that Pfizer’s COVID shot causes blood clots.”,Instagram posts,"December 20, 2022",false
86,Ciara O'Rourke,A video shows Jim Jordan saying the 2020 “election was stolen.”,Facebook posts,"December 20, 2022",false
87,Ciara O'Rourke,A video shows migrants faking tears for news cameras.,Facebook posts,"December 20, 2022",false
88,Ciara O'Rourke,"Elon Musk said, “In some parts of the world, journalists get murdered for crossing the wrong people.”",Viral image,"December 20, 2022",false
89,Ciara O'Rourke,Russia’s Army was “destroyed.”,Facebook posts,"December 19, 2022",false
90,Ciara O'Rourke,Cellphones can be used to pop popcorn kernels.,Facebook posts,"December 19, 2022",false
91,Ciara O'Rourke,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,Viral image,"December 19, 2022",false
92,Andy Nguyen,A “well-crafted garlic salve” can “heal any ailment of the lungs and respiratory system.”,Instagram posts,"December 16, 2022",false
93,Jeff Cercone,"Human traffickers are putting toxin-laced tissues on gas pumps and door handles, then waiting for potential victims to pass out.",Instagram posts,"December 16, 2022",false
94,Madison Czopek,The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,Instagram posts,"December 16, 2022",false
95,Jeff Cercone,"There are a record high cases of flu in the U.S. this year, and “last year there were none.”",Instagram posts,"December 15, 2022",false
96,Ciara O'Rourke,Stephen Boss died because of the COVID-19 vaccine.,Tweets,"December 15, 2022",false
97,Gabrielle Settles,"Video shows Sen. John Kennedy telling Secretary of Homeland Security Alejandro Mayorkas, “You will be impeached.”",Facebook posts,"December 15, 2022",false
98,Amy Sherman,Kari Lake’s lawsuit “exposes Arizona used no signature verification.”,Facebook posts,"December 15, 2022",false
99,Kristin Hugo,"England’s Oxfordshire County Council has passed a trial ""climate lockdown,"" “confining residents to their own neighbourhoods.”",Facebook posts,"December 15, 2022",false
100,Ciara O'Rourke,Pfizer confirmed stiff-person syndrome is an adverse effect of the COVID-19 vaccine.,Instagram posts,"December 15, 2022",false
101,Ciara O'Rourke,Grant Wahl died because of the COVID-19 vaccine.,Facebook posts,"December 14, 2022",false
102,Gabrielle Settles,The Federal Reserve “has suspended the availability of new currency.”,Facebook posts,"December 14, 2022",false
103,Andy Nguyen,"Large machinery is “required to move 500,000 pounds of earth in order to get the minerals needed for one single Tesla car battery.”",Instagram posts,"December 13, 2022",false
104,Ciara O'Rourke,The war in Ukraine is “all over.”,Facebook posts,"December 13, 2022",false
105,Ciara O'Rourke,This video shows Chuck Grassley demanding Joe Biden’s “resignation.”,Facebook posts,"December 13, 2022",false
106,Jeff Cercone,Recent blood clots or strokes in four major athletes are an unwanted effect of COVID-19 vaccines.,Facebook posts,"December 13, 2022",false
107,Madison Czopek,The Human Meat Project is using donated bodies and organs to create “alternative meat consumption options.”,Facebook posts,"December 12, 2022",false
108,Ciara O'Rourke,"Pfizer CEO Albert Bourla resigned, saying mRNA vaccines are “not safe.”",Viral image,"December 12, 2022",false
109,Ciara O'Rourke,Katie Hobbs signing Arizona’s election certification was “unconstitutional.”,Viral image,"December 9, 2022",false
110,Ciara O'Rourke,"Elon Musk tweeted, “The Democrats paid the CEO Jack Dorsey of Twitter millions of dollars to block and delete people’s pages during the 2020 election.”",Viral image,"December 9, 2022",false
111,Andy Nguyen,"“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",Instagram posts,"December 9, 2022",false
112,Ciara O'Rourke,Fluctuating vote count in Fox News coverage of the Georgia U.S. Senate runoff is evidence of voter fraud.,Viral image,"December 9, 2022",false
113,Ciara O'Rourke,Video shows a child telling Jill Biden to “shut up” during a speech.,Instagram posts,"December 9, 2022",false
114,Ciara O'Rourke,Video shows former President Donald Trump saying he “just can’t be upset” with Kanye West.,Viral image,"December 9, 2022",false
115,Ciara O'Rourke,Fluctuating Georgia U.S. Senate runoff vote count is evidence of election fraud.,Viral image,"December 9, 2022",false
116,Ciara O'Rourke,“Holiday heart syndrome” is a cover for deaths caused by the COVID-19 vaccine.,Viral image,"December 9, 2022",false
117,Gabrielle Settles,"On the day of the Dec. 6 runoff, “armed groups of Black Panthers” were “reportedly patrolling certain voting locations” in Georgia.",Kelly Loeffler,"December 8, 2022",false
118,Ciara O'Rourke,Marjorie Taylor Greene quoted Adolf Hitler on Christianity.,Viral image,"December 8, 2022",false
119,Jeff Cercone,"Canada is ""allowing children to seek out medically assisted death.”",Instagram posts,"December 7, 2022",false
120,Ciara O'Rourke,A photo shows a CIA agent impersonating Adolf Hitler.,Viral image,"December 7, 2022",false
121,Gabrielle Settles,Says Hitler said Black people are the “true Hebrews.”,Instagram posts,"December 6, 2022",false
122,Haley Tenore,The law prohibits current Secretary of State Katie Hobbs from overseeing the election while she was a candidate for governor.,Paul Gosar,"December 6, 2022",false
123,Maria Ramirez,The border wall and the ‘Remain in Mexico’ policy “reduced illegal immigration by 90%.”,Mike Pence,"• December 6,",false
124,Maria Ramirez,“Only about 20%” of people who apply for asylum qualify for it.,Jeh Johnson,"• December 6,",false
125,Andy Nguyen,“They removed your ability to go buy firearms the day of election.”,Instagram posts,"December 2, 2022",false
126,Jeff Cercone,"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",Instagram posts,"December 2, 2022",false
127,Jeff Cercone,Arizona midterm election was unlawful because the lab used to certify voting machines was not accredited.,Instagram posts,"December 2, 2022",false
128,Louis Jacobson,"""I think President Trump came out four times and condemned” Nick Fuentes.",Kevin McCarthy,"November 30, 2022",false
129,Ciara O'Rourke,Country singer Jake Flint died because of the COVID-19 vaccine.,Instagram posts,"November 30, 2022",false
130,Sara Swann,Suggests virologist’s death is linked to COVID-19 vaccines.,Instagram posts,"November 30, 2022",false
131,Ciara O'Rourke,“Disney pushes ‘We love Satan’ in new family Christmas movie.”,Viral image,"November 30, 2022",false
132,Ciara O'Rourke,Elon Musk said he’s buying Snapchat.,Viral image,"November 30, 2022",false
133,Madison Czopek,"“Maricopa County announced that on Election Day over 540,000 voters visited one of the 223” vote centers, but final official results data claimed that “only 248,070 people voted.”",Instagram posts,"November 30, 2022",false
134,Ciara O'Rourke,“Saudi team gets $460K Rolls-Royces for upset win.”,Viral image,"November 29, 2022",false
135,Andy Nguyen,Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,Instagram posts,"November 29, 2022",false
136,Ciara O'Rourke,"Qatar refused “to receive the German national team’s plane, which bears the gay logo, which forced them to return the plane to the airport of the Sultanate of Oman.”",Instagram posts,"November 29, 2022",false
137,Jeff Cercone,"Images of a woman having bloody makeup applied show ""fake combatant photos” in Ukraine.",Instagram posts,"November 28, 2022",false
138,Maria Ramirez,The Biden administration is deporting Cubans “because Cubans by and large are conservatives.”,Instagram posts,"• November 23,",false
139,Yacob Reyes,"Suggests ""108 FIFA registered players/coaches have died"" because of COVID-19 vaccines.",Instagram posts,"November 22, 2022",false
140,Jeff Cercone,The College of Physicians and Surgeons of Ontario suggested “that ‘unvaccinated’ people are mentally ill and in need of psychiatric medication.”,TikTok posts,"November 22, 2022",false
141,Andy Nguyen,“Joe Biden is being investigated for human trafficking and is guilty.”,Instagram posts,"November 22, 2022",false
142,Andy Nguyen,John Kerry at COP27 climate summit spoke about wanting to “wipe out the middle class … get you under the central banking digital currency system.”,Instagram posts,"November 22, 2022",false
143,Ciara O'Rourke,Video shows Arizona ballots “break chain of custody in Arizona.”,Instagram posts,"November 21, 2022",false
144,Ciara O'Rourke,Sunny Hostin of “The View” admitted to voter fraud.,Viral image,"November 21, 2022",false
145,Jill Terreri,Increases in respiratory syncytial virus in children are linked to the COVID-19 vaccine.,Instagram posts,"• November 21,",false
146,Ciara O'Rourke,"Ballots recovered from a Santa Clara County, California, ravine are evidence of “how the left cheats to win.”",Viral image,"November 18, 2022",false
147,Ciara O'Rourke,The World Health Organization director general confirmed “some countries are using boosters to kill children.”,Viral image,"November 18, 2022",false
148,Gabrielle Settles,Video is evidence of a recent increase in robberies in Spain by “migrants from the Middle East and Africa.”,Instagram posts,"November 18, 2022",false
149,Madison Czopek,"President Joe Biden said, “I know you all know there’s no climate problem,” proving that people have been “lying for decades” about climate change.",Instagram posts,"November 17, 2022",false
150,Amy Sherman,“Republicans want to raise the voting to age 28.”,Sunny Hostin,"November 17, 2022",false
151,Ciara O'Rourke,“Biden ‘child porn’ shock” headline was “front page news in Australia.”,Viral image,"November 17, 2022",false
152,Madison Czopek,It’s proof of “voter fraud” that it takes some states days to count 2 million votes while Florida results were available on election night.,Instagram posts,"November 16, 2022",false
153,Jeff Cercone,A livestream failing in Nevada is “one of the ways blue states steal elections.”,Instagram posts,"November 16, 2022",false
154,Ciara O'Rourke,Footage shows Dallas pollbooks fraudulently “adding hundreds of voters in real time as the poll was being closed.”,Instagram posts,"November 16, 2022",false
155,Ciara O'Rourke,“The CEO of FTX is the daughter of the chairman of the SEC.”,Viral image,"November 16, 2022",false
156,Jeff Cercone,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,Instagram posts,"November 15, 2022",false
157,Maria Ramirez,"“Iran sentences 15,000 protesters to death.”",Instagram posts,"• November 15,",false
158,Andy Nguyen,The death of a 4-year-old who appeared in vaccination campaign posters is linked to vaccines.,Instagram posts,"November 15, 2022",false
159,Chad Bradley,"“We waited 24 hours and got a measly 62k votes"" in Maricopa County",Mark Finchem,"November 14, 2022",false
160,Ciara O'Rourke,"Maggie Hassan won “1,100 votes from town with population under 700.”",Viral image,"November 14, 2022",false
161,Ciara O'Rourke,A New York election results map is evidence of fraud.,Viral image,"November 11, 2022",false
162,Gabrielle Settles,“Many elections in Bexar are being called with 0% of precincts reporting! I smell MAJOR FRAUD!”,Instagram posts,"November 11, 2022",false
163,Ciara O'Rourke,"When 36% of the vote was in, Pennsylvania gubernatorial candidate Josh Shapiro had 370,706 votes and 56.6% of the vote while Doug Mastriano had 844,669 and 41.6%.",Viral image,"November 11, 2022",false
164,Ciara O'Rourke,Image shows Arizona gubernatorial candidate and Secretary of State Katie Hobbs in the room where ballots were being counted in Maricopa County.,Viral image,"November 11, 2022",false
165,Andy Nguyen,"Glitches with voting in Arizona, New Jersey and Texas are proof the election is rigged.",Instagram posts,"November 11, 2022",false
166,Warren Fiske,"In his election as governor, “We won cities that no Republican had ever won.”",Glenn Youngkin,"November 11, 2022",false
167,Ciara O'Rourke,Photo shows “late-night operatives moving van-loads of suspicious ballots way after legal deadline in Detroit.”,Viral image,"November 10, 2022",false
168,Ciara O'Rourke,A “dead man on the ballot” is evidence the Democrats cheated in the election.,Instagram posts,"November 10, 2022",false
169,Madison Czopek,A video shows a whistleblower creating fraudulent military ballots during the 2020 presidential election.,Instagram posts,"November 10, 2022",false
170,Michael Majchrowicz,‘No Sharpies on ballots’ permitted for in-person voting in Illinois.,Instagram posts,"November 10, 2022",false
171,Michael Majchrowicz,Video shows a faulty New York voting machine invalidated a GOP vote in governor’s race.,Facebook posts,"November 9, 2022",false
172,Madison Czopek,"It’s a sign of fraud that “in 244 counties across the United States, there are more registered voters than there are people legally eligible to vote.”",Instagram posts,"November 9, 2022",false
173,Jon Greenberg,"“Electronic voting machines didn't allow people to vote” in Maricopa County, Arizona.",Tucker Carlson,"November 9, 2022",false
174,Amy Sherman,John Fetterman “is suing for the right to cheat and steal the election.”,Instagram posts,"November 9, 2022",false
175,Tom Kertscher,"In Detroit, “people are showing up to vote only to be told, ‘sorry, you have already voted.’”",Donald Trump,"November 9, 2022",false
176,Michael Majchrowicz,Image shows that the New Mexico secretary of state counted more than 17 million registered voters in a state with a population of about 2 million.,Instagram posts,"November 8, 2022",false
177,Alexis Waiss,"The COVID-19 vaccine for children is proving to be “not only ineffective, it’s also proving to be dangerous.”",Kari Lake,"November 8, 2022",false
178,Jon Greenberg,"“There is no chain of custody” for ballots placed in Box No. 3 at Maricopa, Arizona, polling sites.",Tweets,"November 8, 2022",false
179,Gabrielle Settles,Video suggests GOP voters denied access in general election.,Instagram posts,"November 8, 2022",false
180,Michael Majchrowicz,A wax figure of Ye was removed from Madame Tussauds museum but a figure of Adolf Hitler remained.,Instagram posts,"November 8, 2022",false
181,Jill Terreri,Delayed election results are proof of fraud.,Instagram posts,"• November 8,",false
182,Sara Swann,Suggests that “since mostly Democrats vote early” then that represents “made-up ballots or dead people voting.”,Instagram posts,"November 8, 2022",false
183,Jeff Cercone,"""They’re trying to rig the election again! Do not trust the Soros funded voting machines!!!”",Instagram posts,"November 8, 2022",false
184,Blake Farmer,"""Joe Biden and the New Left even promote surgery on teens and young adults, removing breasts and genitals.""",America First Legal,"November 8, 2022",false
185,Kristin Hugo,“There are no greenhouse gas emissions in this photo” of cows grazing.,Instagram posts,"November 7, 2022",false
186,Andy Nguyen,"The United States is ""about to run out of diesel fuel ... by the Monday of Thanksgiving week.""",Tucker Carlson,"November 7, 2022",false
187,Tom Kertscher,"“Kamala Harris said disaster aid should go to non-white citizens first.""",America First Legal,"November 5, 2022",false
188,Michael Majchrowicz,"Photo shows Stanford scientists' ""3D model of how Joseph, the husband of Mary the Mother of Jesus Christ, might have looked.”",Instagram posts,"November 4, 2022",false
189,Ciara O'Rourke,Brazil’s presidential election was “stolen.”,Instagram posts,"November 4, 2022",false
190,Amy Sherman,Former President Jimmy Carter said “don’t ever use” mail in ballots because “they can be so easily corrupted.”,Donald Trump,"November 4, 2022",false
191,Ciara O'Rourke,The FBI took over the investigation into the attack on Paul Pelosi because San Francisco authorities weren’t sticking to Nancy Pelosi’s talking points.,Viral image,"November 4, 2022",false
192,Luiz Romero,"Brazil President Jair Bolsonaro will hold a press conference to “announce military audit of controversial election, may arrest criminal judges.”",Instagram posts,"November 4, 2022",false
193,Amy Sherman,“Two thirds of eligible voters don’t vote.”,Instagram posts,"November 4, 2022",false
194,Madeline Heim,"Tony Evers “wants to let out between 9,000 and 10,000 more” Wisconsin prisoners",Tim Michels,"November 4, 2022",false
195,Maria Ramirez,“Biden and Democrats have dismantled border security.”,Adam Laxalt,"• November 3,",false
196,Ciara O'Rourke,Reuters reported that Nancy Pelosi bought 10 million shares of cannabis stock.,Viral image,"November 3, 2022",false
197,Ciara O'Rourke,The media reported on “5 TikTok dances you can do to help Ukraine fight Russia.”,Viral image,"November 3, 2022",false
198,Michael Majchrowicz,“Freedom of Information Act requests show a dozen phone calls between the cell phone of Ray Epps and the office of Speaker Pelosi in the week before #January6th”,Instagram posts,"November 3, 2022",false
199,Amy Sherman,"""Over 240,000 'unverified' ballots have already been sent out in Pennsylvania, a total mess. The Democrats are playing games again.”",Donald Trump,"November 3, 2022",false
200,Michael Majchrowicz,"Australian officials “are giving cows mRNA vaccines.""",Instagram posts,"November 3, 2022",false
201,Jon Greenberg,“J.D. Vance said nothing about” the attack on Paul Pelosi.,Tim Ryan,"November 3, 2022",false
202,Ciara O'Rourke,“Leaked audio tape of the 911 call from the Paul Pelosi attack has surfaced. The call proves that the liberal media has lied about what really happened.”,Viral image,"November 3, 2022",false
203,Haley Tenore,"Said Katie Hobbs “fought to” “prevent students from learning (about) the Pledge of Allegiance, Constitution, Mayflower Compact and Declaration of Independence.”",Kari Lake,"November 2, 2022",false
204,Michael Majchrowicz,Julie Powell died from the COVID-19 vaccine.,Instagram posts,"November 2, 2022",false
205,Andy Nguyen,"""PayPal has reinstated its policy to fine users $2,500 directly from their accounts if they spread 'misinformation.'""",Instagram posts,"November 2, 2022",false
206,Ciara O'Rourke,"David DePape “stripped down to his underwear, grabbed a hammer, and jogged all the way to Nancy Pelosi’s house.”",Viral image,"November 2, 2022",false
207,Dave Boucher,"If Proposal 3 passes, it would allow children to undergo ""gender-change therapy without parental consent""",Citizens to Support MI Women & Children,"November 2, 2022",false
208,Warren Fiske,“I don’t get involved in the hiring and firing of police chiefs.”,Levar Stoney,"November 2, 2022",false
209,Sara Swann,Document shows Rebekah Jones “demonstrated” a violation of Florida’s Whistleblower Act.,Rebekah Jones,"November 1, 2022",false
210,Ciara O'Rourke,A photo shows David DePape filming the Jan. 6 Capitol attack.,Viral image,"October 31, 2022",false
211,Michael Majchrowicz,"California state Sen. Scott Wiener “doesn’t just want to sterilize California kids, but sterilization of kids everywhere!”",Instagram posts,"October 31, 2022",false
212,Ciara O'Rourke,Hecklers chanted “f--- Joe Biden” during a Barack Obama speech.,Viral image,"October 31, 2022",false
213,Ciara O'Rourke,The Pelosis “are refusing to turn over surveillance video of their home.”,Viral image,"October 31, 2022",false
214,Gabrielle Settles,"Video shows Marjorie Taylor Greene planted pipe bombs at Republican and Democratic party headquarters on Jan. 5, 2021.",Instagram posts,"October 31, 2022",false
215,Ciara O'Rourke,Video shows “military robots ready for war.”,Viral image,"October 31, 2022",false
216,Louis Jacobson,“All Democrats in the Senate and House voted to cut $280 billion out of Medicare just two months ago.”,Rick Scott,"October 31, 2022",false
217,Liam Halawith,"""Kim Reynolds doesn’t think nurses are educated.""",Deidre DeJear,"October 31, 2022",false
218,Gabrielle Settles,"Arizona Secretary of State Katie Hobbs “sent 6,000 wrong ballots to Republicans.”",Instagram posts,"October 28, 2022",false
